maintenance_id,vehicle_id,maintenance_type,maintenance_date,odometer_reading,description,parts_cost,labor_cost,total_cost,maintenance_provider,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,created_at,updated_at,_loaded_at
857,VH0066,Transmission Service,2023-06-21,296752,Laudantium placeat iusto soluta nemo dolorem quis earum.,2476.1655969929366,2559.198663338052,3957.63,"Mills, Sanchez and Robles",2023-12-17,245648,COMPLETED,2023-10-18 03:08:03.671434,2025-09-08 09:46:59.054392,2025-09-20 10:16:43.672144
858,VH0066,Routine Service,2018-08-13,385013,Tenetur earum earum commodi saepe quia laboriosam consequatur.,418.3471837370742,432.3755869685532,668.64,"Mathews, Perez and Love",2018-09-23,376155,COMPLETED,2024-10-18 01:41:03.797959,2025-08-12 14:18:37.943459,2025-09-19 18:58:16.967829
859,VH0066,Tire Replacement,2018-07-28,425302,Dolorum aspernatur quisquam amet minima at.,1101.0394337712796,1137.9605025656863,1759.78,Arnold-Davis,2018-11-17,100931,COMPLETED,2024-09-05 01:51:05.608476,2025-03-03 22:46:44.327878,2025-09-20 15:09:24.350885
860,VH0066,Engine Repair,2018-09-06,192954,Voluptate porro velit nisi a.,705.2538668168672,728.9030893020955,1127.2,Brown-Perez,2018-10-28,340493,COMPLETED,2024-10-24 10:14:47.646688,2025-09-17 04:54:03.826405,2025-09-20 13:33:16.857921
861,VH0066,Electrical Repair,2022-02-12,177009,Suscipit fugiat corrupti quod dolores.,682.0478111743569,704.9188668196481,1090.11,Garcia-Keith,2022-04-01,259958,COMPLETED,2024-11-16 09:16:41.695470,2025-02-22 22:00:18.611255,2025-09-20 11:06:46.614994
862,VH0066,Oil Change,2017-06-22,412285,Illum error facere blanditiis.,57.8555935633035,59.79566063499359,92.47,Wilson-Miller,2017-09-15,169468,COMPLETED,2024-08-09 09:18:13.622189,2024-11-25 00:13:35.208746,2025-09-20 11:49:56.222162
863,VH0066,Brake Service,2018-09-29,184571,Occaecati quasi optio.,512.4290005870142,529.6122419883865,819.01,"Lewis, Freeman and Hudson",2018-12-21,173119,COMPLETED,2023-09-24 22:55:50.674271,2025-08-02 17:30:08.537248,2025-09-20 02:07:56.044594
864,VH0066,Routine Service,2022-01-31,218445,Deleniti commodi accusantium quas voluptas eaque est.,155.48495248639074,160.69881717748737,248.51,Cortez Group,2022-04-30,480773,COMPLETED,2024-07-13 20:33:07.264611,2025-06-24 16:37:58.922925,2025-09-19 22:32:55.162262
865,VH0067,Body Work,2025-04-19,387937,Magni ipsum suscipit aliquam.,1455.9688283488813,1504.7917166353216,2327.06,Chapman Ltd,2025-07-24,249609,COMPLETED,2024-06-04 00:56:58.479325,2025-07-12 01:43:21.622906,2025-09-20 08:00:41.740602
866,VH0067,Preventive Maintenance,2024-12-28,74116,Voluptatem eius pariatur explicabo tempora dignissimos recusandae harum.,241.22034759809705,249.30917055494137,385.54,King Group,2025-06-25,296394,COMPLETED,2024-06-13 21:34:22.929115,2025-01-13 06:19:43.760285,2025-09-20 11:52:12.048481
867,VH0067,Electrical Repair,2024-12-19,381932,Adipisci aut repellendus saepe.,505.73434447014006,522.6930944941242,808.31,Welch-Murphy,2025-05-30,139658,COMPLETED,2025-05-17 00:28:48.960450,2025-07-05 22:14:52.794931,2025-09-20 01:18:26.958130
868,VH0067,Engine Repair,2024-09-29,169028,Neque iusto odio vero alias.,3693.0038115222587,3816.8410180755195,5902.49,Camacho-Wright,2025-03-23,184635,COMPLETED,2025-09-01 15:20:33.605591,2025-05-18 18:25:14.229744,2025-09-20 03:27:33.626657
869,VH0067,Tire Replacement,2024-05-09,98873,Voluptatibus accusantium voluptate cum quas.,1045.530098192862,1080.589776800177,1671.06,"Parker, Alexander and Rowland",2024-07-03,314450,COMPLETED,2025-05-05 02:19:26.478924,2025-05-21 05:35:34.473725,2025-09-20 03:20:18.816538
870,VH0067,Tire Replacement,2025-08-13,438250,Necessitatibus quae nemo pariatur cupiditate quae ratione.,749.8703086574552,775.0156507802116,1198.51,Flores PLC,2025-12-12,341588,COMPLETED,2024-11-18 09:06:59.046427,2025-07-20 17:14:14.514657,2025-09-20 17:34:14.462881
871,VH0067,Routine Service,2024-09-20,246114,Natus eveniet id facere quaerat ipsum quia voluptate.,466.4235740193738,482.06411906753567,745.48,White Group,2025-01-21,415697,COMPLETED,2024-01-02 20:01:38.476117,2025-06-16 16:28:54.615723,2025-09-19 20:00:31.528125
872,VH0067,Preventive Maintenance,2025-02-07,308389,Quibusdam tempore rem voluptatibus.,128.6750445790959,132.98989473551185,205.66,Little-Ryan,2025-07-29,364650,COMPLETED,2024-03-31 04:28:20.062302,2025-08-07 08:50:40.074861,2025-09-20 02:59:49.600725
873,VH0067,Routine Service,2024-03-06,114971,Natus maxime accusamus in saepe porro.,397.0056211065532,410.31837939572273,634.53,Parker LLC,2024-04-21,305780,COMPLETED,2023-11-06 05:50:16.136692,2024-09-21 02:11:03.560855,2025-09-20 17:52:36.694310
874,VH0067,Body Work,2024-06-09,421086,Vero cumque magnam fugit dolor.,1776.8555837377799,1836.4387423719836,2839.93,Cohen PLC,2024-07-09,185441,COMPLETED,2024-10-16 15:28:00.332102,2025-01-06 10:21:57.228295,2025-09-19 21:38:01.947275
875,VH0067,Body Work,2024-03-25,87076,Animi natus commodi blanditiis facilis.,1838.540270332417,1900.191896713976,2938.52,Lee Group,2024-07-22,155300,COMPLETED,2025-05-20 06:40:18.439913,2024-11-17 00:55:57.258289,2025-09-20 09:00:22.603347
876,VH0067,Oil Change,2025-04-25,498916,Delectus dolor perferendis expedita esse nesciunt optio velit.,51.805376306278035,53.542561918216386,82.8,Bishop and Sons,2025-06-26,268971,COMPLETED,2025-06-19 04:23:00.660880,2024-11-19 23:11:35.650198,2025-09-19 22:26:55.792552
877,VH0067,Engine Repair,2024-06-13,220086,Voluptate quidem deserunt expedita distinctio maxime.,4639.002517652287,4794.561824465674,7414.47,Valdez-Kramer,2024-08-05,251548,COMPLETED,2024-08-17 12:25:49.108841,2025-04-16 06:17:41.851859,2025-09-20 10:19:26.714036
878,VH0067,Body Work,2025-04-21,401297,Magni repudiandae asperiores expedita nam.,1011.0932876626985,1044.9981994091308,1616.02,Kennedy-Chase,2025-07-06,59379,COMPLETED,2024-11-27 10:55:26.399368,2025-05-31 06:18:08.337554,2025-09-20 11:43:19.434647
879,VH0067,Brake Service,2024-05-28,408396,Tempore odio quam illum ipsum asperiores.,719.9695968980708,744.1122808035019,1150.72,Torres Ltd,2024-10-24,99502,COMPLETED,2024-04-16 02:37:04.481019,2025-04-01 13:40:04.706629,2025-09-20 11:19:00.911192
880,VH0067,Preventive Maintenance,2024-07-02,484060,Illum maiores culpa dicta voluptate.,266.99164530408245,275.94465516135847,426.73,Elliott-Farmer,2024-10-25,390302,COMPLETED,2025-06-22 20:18:57.318332,2025-03-02 13:34:17.268843,2025-09-20 05:20:37.701514
881,VH0067,Transmission Service,2023-11-05,248036,Tempore omnis cumque eligendi inventore eligendi.,2515.188559797557,2599.530180087317,4020.0,Gomez-Trujillo,2024-04-19,371373,COMPLETED,2024-06-12 05:13:17.474988,2024-12-11 11:39:03.432552,2025-09-20 05:28:32.472240
882,VH0067,Brake Service,2025-09-02,186447,Ea et aut adipisci animi.,533.2199746770821,551.1003981785112,852.24,"Harris, Bates and Scott",2026-02-06,345376,COMPLETED,2025-06-06 01:52:05.626484,2024-11-02 01:46:16.798630,2025-09-20 06:56:39.464890
883,VH0067,Electrical Repair,2025-05-27,343161,Fugit dolores animi sit reiciendis ex.,279.83662568533714,289.22036526016257,447.26,Gibbs-Nguyen,2025-08-04,333485,COMPLETED,2025-03-16 00:11:02.820742,2025-09-01 00:56:25.351841,2025-09-19 21:08:08.108926
884,VH0068,Engine Repair,2025-05-30,321176,Occaecati et inventore earum odit doloribus numquam.,2179.2544698655906,2252.331238721028,3483.08,"Alexander, Hill and Jones",2025-09-27,150635,COMPLETED,2025-08-31 16:03:45.654562,2025-05-04 11:35:36.385145,2025-09-20 13:34:58.852204
885,VH0068,Engine Repair,2025-02-17,381122,Ipsum odio voluptate unde eum minus suscipit labore.,1123.9701951435634,1161.660199356781,1796.43,Crane-Arroyo,2025-07-03,310076,COMPLETED,2025-07-25 12:45:18.292956,2024-10-20 03:05:41.661006,2025-09-20 09:05:03.243309
886,VH0068,Preventive Maintenance,2025-07-25,285329,At nesciunt deleniti amet sit officiis ullam.,109.44198579099219,113.11189529872475,174.92,Watts-Stout,2025-09-11,471817,COMPLETED,2025-03-24 11:17:14.513489,2024-10-08 10:07:55.255165,2025-09-20 08:20:17.739706
887,VH0068,Electrical Repair,2025-05-11,271767,Ea quia praesentium at debitis facere.,557.3770468894661,576.0675275947231,890.85,"Brooks, Garcia and Bowman",2025-10-25,397906,COMPLETED,2023-11-23 23:22:30.031870,2025-03-30 04:31:48.027690,2025-09-20 11:22:24.666007
888,VH0068,Electrical Repair,2025-03-18,359819,Odit itaque autem non commodi harum.,466.08571286955026,481.7149284463299,744.94,Rodriguez-Taylor,2025-07-20,220429,COMPLETED,2024-03-08 18:52:42.001792,2024-10-04 20:00:22.971586,2025-09-20 08:01:14.296162
889,VH0068,Preventive Maintenance,2025-07-17,66221,Animi quis molestias.,223.03841238722217,230.5175419396833,356.48,Lawrence PLC,2025-10-30,186024,COMPLETED,2025-08-08 02:09:57.551471,2025-05-09 15:12:40.927674,2025-09-19 19:00:57.679370
890,VH0068,Brake Service,2025-02-27,54566,Assumenda suscipit tempora aut dolor.,189.15844708547147,195.501482424328,302.33,Murphy PLC,2025-05-29,444805,COMPLETED,2023-10-29 12:27:56.967675,2025-02-16 03:23:03.714538,2025-09-20 17:23:29.877932
891,VH0068,Routine Service,2025-07-21,479486,Eius sint ipsam.,409.4939702741052,423.2254993943653,654.49,"Roth, Norris and Taylor",2025-11-16,300183,COMPLETED,2025-06-17 20:53:59.151072,2025-08-30 03:32:53.936429,2025-09-20 17:26:50.801783
892,VH0068,Tire Replacement,2025-07-23,355569,Minus nemo occaecati veritatis amet pariatur.,380.4691948290782,393.22743843559647,608.1,"Stevenson, Krueger and Ward",2025-09-19,324454,COMPLETED,2025-03-18 19:29:43.157801,2025-03-28 04:09:29.121506,2025-09-19 22:10:48.560460
893,VH0068,Routine Service,2025-07-23,196279,Rem odio facere quaerat atque fugit vel.,306.99690811837496,317.2914113093144,490.67,Morris and Sons,2025-09-01,177822,COMPLETED,2023-09-22 09:04:02.044844,2024-12-20 01:29:16.308057,2025-09-20 02:26:22.117164
894,VH0068,Preventive Maintenance,2025-05-04,194142,At ducimus libero nisi delectus.,290.9172200619577,300.6725243371144,464.97,"Mata, Green and Munoz",2025-06-10,347509,COMPLETED,2023-11-18 10:50:22.601444,2025-04-13 21:02:42.142133,2025-09-20 08:37:57.054355
895,VH0068,Transmission Service,2025-09-02,134229,Fugit laudantium recusandae ullam.,2412.147165789333,2493.033507112546,3855.31,"Jenkins, Foster and Tucker",2025-12-06,132101,COMPLETED,2024-05-09 22:52:07.548417,2025-04-27 08:08:50.258750,2025-09-20 03:52:42.622186
896,VH0068,Body Work,2025-01-19,200593,Explicabo aliquid sed ipsum quis accusamus neque.,834.8611579019577,862.8564914924158,1334.35,"Brown, Mayo and Brooks",2025-07-12,437202,COMPLETED,2025-05-28 18:47:08.630415,2025-03-21 05:18:35.310933,2025-09-20 00:47:17.608466
897,VH0068,Brake Service,2025-05-31,323689,Soluta neque repellat reprehenderit placeat eius dolores culpa.,246.66366612303204,254.93501945214527,394.24,"Vasquez, Andrews and Walters",2025-07-05,187799,COMPLETED,2024-04-21 17:36:19.160345,2024-10-02 16:03:17.213080,2025-09-20 10:36:08.553646
898,VH0068,Engine Repair,2025-07-14,170696,Ipsum ducimus quis error.,3565.505024279586,3685.0668240212426,5698.71,Schmidt PLC,2026-01-01,278687,COMPLETED,2025-02-16 07:39:29.090941,2025-03-04 05:37:35.024471,2025-09-20 17:37:49.808105
899,VH0069,Engine Repair,2025-05-02,153918,Quam repellendus tempora sunt non dignissimos temporibus.,4983.320569450245,5150.425866432254,7964.79,Bishop-Kaiser,2025-06-18,122870,COMPLETED,2024-10-20 01:02:11.656284,2025-04-29 04:35:47.754853,2025-09-20 06:16:49.530756
900,VH0069,Tire Replacement,2025-02-04,432385,Fuga esse id delectus consequatur voluptatem.,682.7923570415606,705.6883794848978,1091.3,"Jordan, Hill and Hayes",2025-04-24,360444,COMPLETED,2025-03-07 00:51:47.937338,2025-01-28 14:43:53.527930,2025-09-19 21:47:59.926127
901,VH0069,Oil Change,2025-06-02,118550,Velit sint dolor minus asperiores quisquam exercitationem.,68.34180258375302,70.63350287834271,109.23,White PLC,2025-10-08,157341,COMPLETED,2023-09-30 22:01:40.045377,2024-11-18 08:49:30.146265,2025-09-19 21:56:17.482896
902,VH0069,Routine Service,2024-01-24,349457,Praesentium nisi nobis eligendi labore ipsum.,498.3389393017801,515.0496997855093,796.49,"Stevenson, Fry and Preston",2024-03-28,318876,COMPLETED,2024-12-18 02:54:29.837651,2025-03-15 11:12:45.854465,2025-09-20 04:17:25.157885
903,VH0069,Oil Change,2024-03-21,355915,Est reiciendis laboriosam dolores voluptatibus.,73.49105677458235,75.95542660523788,117.46,Hanson Group,2024-06-04,249967,COMPLETED,2024-04-30 06:08:55.781409,2025-05-11 03:59:32.393864,2025-09-20 09:56:34.602473
904,VH0069,Electrical Repair,2023-04-06,134344,Repellat sint debitis enim.,132.8107153204546,137.26424659878975,212.27,Green and Sons,2023-07-04,333365,COMPLETED,2025-06-13 15:18:38.951092,2025-08-24 18:01:14.534036,2025-09-20 13:27:46.281169
905,VH0069,Preventive Maintenance,2024-09-04,128237,Ex eius sint harum veniam.,236.42772462097034,244.35583692820782,377.88,Patel-Valdez,2025-01-15,398688,COMPLETED,2024-11-08 12:46:44.523571,2025-08-22 02:52:18.689339,2025-09-20 18:13:22.623441
906,VH0069,Tire Replacement,2023-09-19,312511,Nihil voluptate aspernatur eligendi.,1242.0464103189354,1283.6958549752085,1985.15,"Schaefer, Barry and Espinoza",2024-02-29,161021,COMPLETED,2024-12-16 11:15:22.863096,2024-09-21 22:37:30.886097,2025-09-20 16:45:25.376629
907,VH0070,Transmission Service,2022-11-03,470470,Molestias error sed harum reprehenderit.,1710.4783811733714,1767.8357182910229,2733.84,Parker Inc,2022-12-09,126360,COMPLETED,2024-09-04 19:15:42.358819,2025-01-22 05:11:17.468521,2025-09-19 18:51:10.359844
908,VH0070,Oil Change,2019-02-05,340051,Quos perspiciatis vitae totam deserunt asperiores.,42.82702908411512,44.26314448432261,68.45,"Bailey, Jones and Harrell",2019-06-04,463421,COMPLETED,2025-02-10 09:43:40.501759,2024-09-26 07:20:30.498970,2025-09-20 14:16:58.984636
909,VH0070,Preventive Maintenance,2025-03-26,72645,Voluptatum mollitia harum facere.,87.99405946515631,90.94475734514434,140.64,Martin-Ritter,2025-08-26,369900,COMPLETED,2024-06-28 07:20:19.466115,2025-06-11 01:33:48.919521,2025-09-20 09:29:26.868487
910,VH0070,Transmission Service,2020-07-02,207164,Ex suscipit at occaecati laudantium fuga praesentium.,1713.5066181458637,1770.965500895904,2738.68,Johnson-Rich,2020-09-26,356861,COMPLETED,2024-08-23 07:27:55.865971,2025-03-25 08:25:58.798091,2025-09-20 12:02:42.801116
911,VH0070,Preventive Maintenance,2025-05-04,352351,Fugit deserunt voluptas quisquam repellendus veniam.,109.52332273446825,113.19595970753356,175.05,Johnson-Dillon,2025-09-02,324249,COMPLETED,2024-12-24 02:36:01.666886,2025-02-09 10:30:03.679507,2025-09-20 18:23:47.809838
912,VH0070,Oil Change,2024-09-22,283795,Fugit eius nobis eligendi adipisci architecto saepe.,85.76042186354505,88.63621934939516,137.07,Williams-Gonzales,2024-12-16,459373,COMPLETED,2023-09-27 11:48:36.625913,2025-07-10 22:05:00.971101,2025-09-19 23:48:17.379731
913,VH0070,Oil Change,2020-04-08,249768,Doloribus sit ut.,89.57074483099956,92.57431357743789,143.16,Costa PLC,2020-07-21,217781,COMPLETED,2024-12-16 20:35:38.315682,2025-02-02 11:00:12.503395,2025-09-19 22:30:20.052152
914,VH0070,Electrical Repair,2025-02-16,261466,At dolorem recusandae beatae.,667.8138460660498,690.2075952781091,1067.36,Martin and Sons,2025-05-23,189261,COMPLETED,2024-06-05 10:49:24.305428,2024-12-18 06:03:58.279876,2025-09-19 22:37:24.875084
915,VH0070,Oil Change,2019-09-26,183512,Eos quia cupiditate cum qui eos.,43.921949477061816,45.39478075674867,70.2,Brady-Stewart,2019-12-10,258857,COMPLETED,2024-03-13 05:45:23.956323,2024-10-22 02:32:12.610146,2025-09-20 13:53:41.357407
916,VH0070,Body Work,2020-03-20,281931,Sint voluptate accusantium.,1110.7373001088076,1147.9835666928886,1775.28,Marsh LLC,2020-05-15,75911,COMPLETED,2023-11-21 16:32:38.971783,2024-10-18 02:47:02.990236,2025-09-20 16:24:42.137826
917,VH0070,Routine Service,2022-03-03,170629,Ea minima occaecati facilis dolore.,460.00421217272634,475.42949726462626,735.22,"Rodriguez, Bryant and Smith",2022-08-22,200612,COMPLETED,2024-11-10 17:03:01.593694,2025-06-15 04:48:40.178695,2025-09-19 23:58:50.790919
918,VH0070,Engine Repair,2024-05-19,191335,Officiis vitae repellat.,2331.9239127701185,2410.1201340551343,3727.09,Gomez LLC,2024-11-12,318698,COMPLETED,2025-05-11 14:33:32.459938,2025-06-25 07:25:42.791518,2025-09-20 07:21:28.589234
919,VH0070,Transmission Service,2024-08-09,141626,Id necessitatibus neque magnam nulla.,1342.5350756396035,1387.5541988119808,2145.76,Bautista-Pearson,2024-11-25,367565,COMPLETED,2023-12-26 17:38:19.474105,2025-01-03 06:20:09.955981,2025-09-20 10:48:21.431585
920,VH0070,Body Work,2020-06-23,144185,Eveniet dicta magnam excepturi atque.,1068.3044423661534,1104.1278112666396,1707.46,Santos Group,2020-09-01,145577,COMPLETED,2024-04-30 05:35:54.880009,2025-03-30 00:38:39.913875,2025-09-20 01:56:23.498661
921,VH0070,Tire Replacement,2024-11-15,197624,Laboriosam pariatur nemo suscipit sapiente vitae.,926.4465562559792,957.5130158111177,1480.73,Blair-Merritt,2025-05-11,336903,COMPLETED,2024-01-01 07:30:15.650269,2025-04-07 00:44:49.367236,2025-09-20 07:16:41.419481
922,VH0070,Routine Service,2019-03-24,239366,Laudantium perferendis quae hic.,493.35235899790285,509.89590487623167,788.52,Cunningham and Sons,2019-06-11,117157,COMPLETED,2024-11-17 02:25:52.923923,2025-05-04 04:45:34.860821,2025-09-20 04:42:06.893409
923,VH0070,Oil Change,2022-06-12,128975,Aut saepe cum eum.,86.94293588792749,89.85838652361534,138.96,Neal Inc,2022-11-13,326734,COMPLETED,2024-12-23 15:01:44.959220,2025-04-14 08:12:42.472481,2025-09-19 23:09:10.883815
924,VH0070,Body Work,2019-05-02,496041,Quos delectus earum quibusdam nihil.,821.0651609508293,848.5978744598474,1312.3,Williamson-Morrow,2019-07-18,379495,COMPLETED,2024-10-11 08:00:51.463681,2025-07-10 15:21:58.025688,2025-09-20 08:05:00.964199
925,VH0070,Tire Replacement,2021-10-08,247173,Praesentium facere repudiandae eum.,883.4693666608314,913.0946754951481,1412.04,Harmon Ltd,2022-03-05,475220,COMPLETED,2024-09-14 03:31:40.497181,2025-09-17 06:15:15.918115,2025-09-20 12:05:36.336646
926,VH0070,Routine Service,2020-02-26,335930,Optio voluptatem ad vero earum quos saepe.,303.4743927970664,313.6507757585951,485.04,Jimenez LLC,2020-08-10,137782,COMPLETED,2024-08-02 15:14:42.475070,2025-08-04 15:32:27.254185,2025-09-20 05:44:05.719687
927,VH0071,Transmission Service,2025-08-18,112078,Repellat autem debitis.,2462.250722970574,2544.817182938763,3935.39,Stout-Baker,2026-01-12,173995,COMPLETED,2025-01-24 22:55:44.228603,2025-07-13 01:07:20.934619,2025-09-20 11:27:04.172465
928,VH0071,Brake Service,2025-08-14,478384,Sapiente eligendi et nulla.,220.06022891840715,227.43949127868441,351.72,Johnson-Wiggins,2025-12-24,437840,COMPLETED,2025-07-10 23:38:19.728406,2024-12-16 11:41:02.725127,2025-09-20 06:10:18.432442
929,VH0071,Routine Service,2025-09-15,328191,Quam aut laboriosam odio nemo.,387.4454019041386,400.4375781141968,619.25,"Bennett, George and Fox",2025-12-12,327800,COMPLETED,2024-07-07 00:55:29.718554,2025-07-21 10:01:26.001256,2025-09-20 13:30:34.338011
930,VH0071,Brake Service,2025-08-05,409552,Inventore consequuntur tenetur praesentium nihil.,487.3334251806759,503.67513862438096,778.9,Prince-Davis,2025-12-20,358095,COMPLETED,2024-12-06 21:57:25.834918,2025-06-29 04:36:48.638092,2025-09-20 01:42:49.948075
931,VH0071,Electrical Repair,2025-09-19,91947,Nemo beatae necessitatibus consequatur.,906.6191121117043,937.020699540728,1449.04,Marshall-Perry,2025-11-25,195622,COMPLETED,2023-10-26 01:22:50.783690,2024-10-15 17:44:50.859626,2025-09-20 01:55:15.875916
932,VH0071,Body Work,2025-09-14,357960,Nesciunt consectetur quae soluta dolore officia.,1265.7092041825033,1308.1521314455822,2022.97,"Pacheco, Smith and Alvarez",2025-11-26,179462,COMPLETED,2025-06-07 07:00:31.390002,2025-06-16 20:09:33.554040,2025-09-20 06:55:19.944368
933,VH0071,Oil Change,2025-09-14,130963,Nesciunt iste porro.,61.83484710566979,63.90835017363919,98.83,Morris PLC,2025-11-21,361968,COMPLETED,2024-10-24 18:49:38.157867,2024-11-22 15:55:00.003002,2025-09-20 15:06:13.589267
934,VH0071,Tire Replacement,2025-08-16,494015,Voluptas aliquam aliquam repudiandae ipsum doloribus.,585.2193083101107,604.8434213792717,935.35,"Moran, Woods and Goodman",2025-12-11,71165,COMPLETED,2023-10-01 21:27:51.575059,2025-03-20 11:03:30.961049,2025-09-20 00:56:01.502887
