maintenance_id,vehicle_id,maintenance_type,maintenance_date,maintenance_mileage,maintenance_cost_usd,maintenance_duration_hours,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,risk_score,parts_replaced,service_provider,warranty_covered
642,VH0048,Transmission Service,2023-10-15,205260,1569.87,6.4,2024-02-12,207468,In Progress,1,"[""repudiandae"", ""quaerat"", ""blanditiis""]",Huang PLC,True
643,VH0049,Electrical Repair,2025-07-25,108640,740.49,4.9,2026-01-13,126753,Completed,4,"[""veniam"", ""totam""]",Gray-Gonzales,True
644,VH0049,Brake Service,2025-07-14,123552,885.04,1.5,2025-12-30,349278,Completed,7,"[""repudiandae"", ""hic""]",Hall Group,False
645,VH0049,Tire Replacement,2025-06-21,435777,1666.48,3.0,2025-10-08,299036,Completed,4,"[""recusandae""]","Merritt, Riley and Anthony",True
646,VH0049,Body Work,2025-07-02,178985,1555.37,2.2,2025-09-02,244987,In Progress,5,"[""iste"", ""molestiae"", ""ipsum""]",Mckay Inc,False
647,VH0049,Brake Service,2025-08-25,379119,1108.56,6.3,2026-02-07,285650,In Progress,2,"[""eos""]",Stone-Andrews,False
648,VH0049,Electrical Repair,2025-07-28,498017,876.43,5.3,2025-12-10,213409,In Progress,6,"[""consequuntur"", ""laborum"", ""id""]",Wilson LLC,False
649,VH0050,Brake Service,2024-04-07,432582,846.63,7.5,2024-07-22,97114,In Progress,5,"[""et""]",Roberts LLC,True
650,VH0050,Transmission Service,2025-09-08,77489,1524.15,5.6,2025-11-20,123465,In Progress,3,"[""corrupti"", ""eveniet""]","Ramirez, Davis and Arnold",True
651,VH0050,Oil Change,2024-04-30,230970,84.5,2.7,2024-09-15,497748,In Progress,8,"[""dolores"", ""aliquam"", ""sapiente""]",Moyer PLC,True
652,VH0050,Oil Change,2024-05-30,488610,73.67,5.5,2024-08-24,149623,In Progress,1,"[""earum"", ""ab"", ""porro""]",Wood LLC,True
653,VH0050,Brake Service,2025-07-21,435716,600.77,2.8,2025-11-08,262347,Scheduled,3,"[""rem"", ""nobis"", ""numquam""]","Martinez, Chavez and Hardin",False
654,VH0050,Preventive Maintenance,2024-11-30,471033,123.66,6.4,2025-05-08,429013,Completed,1,[],Wallace Group,True
655,VH0050,Preventive Maintenance,2024-04-14,450510,245.54,3.2,2024-05-31,108152,In Progress,4,"[""commodi"", ""deserunt""]",Dennis-Wilson,False
656,VH0050,Routine Service,2023-11-22,450894,666.36,7.1,2024-03-16,242373,In Progress,10,[],Garner and Sons,True
657,VH0050,Electrical Repair,2024-12-12,95904,996.13,6.0,2025-03-05,159086,Completed,4,"[""itaque"", ""dolore""]","Rogers, Chavez and Moss",False
658,VH0050,Transmission Service,2024-10-16,405461,2813.4,7.2,2025-02-26,449911,Scheduled,10,"[""aut"", ""voluptatibus""]","Edwards, Middleton and Hamilton",False
659,VH0050,Engine Repair,2025-07-12,72917,2517.68,5.4,2025-11-30,414069,In Progress,2,[],"Stewart, Skinner and Guerrero",True
660,VH0050,Routine Service,2025-05-16,180187,415.42,6.6,2025-09-26,366362,Completed,4,[],Avery Ltd,True
661,VH0050,Transmission Service,2022-11-30,320842,2996.06,1.8,2023-02-15,433435,Completed,5,"[""deserunt"", ""repudiandae"", ""minus""]",Nunez LLC,True
662,VH0050,Electrical Repair,2024-03-21,432370,1103.07,6.9,2024-09-10,96958,Completed,1,"[""placeat"", ""ea""]","Crawford, Anderson and Walters",False
663,VH0050,Electrical Repair,2023-02-21,417408,925.79,5.5,2023-04-07,346748,Completed,3,[],"Vincent, Curry and Smith",True
664,VH0050,Routine Service,2023-01-30,264396,719.01,1.0,2023-05-05,205854,Scheduled,1,"[""quos"", ""similique"", ""eos""]","Thompson, Barnes and Baker",True
665,VH0050,Brake Service,2023-12-19,453996,597.54,7.5,2024-04-19,62139,In Progress,4,"[""reprehenderit"", ""ex""]","Bailey, Moreno and Best",True
666,VH0051,Tire Replacement,2024-12-22,466307,756.22,3.3,2025-01-21,66226,Completed,4,"[""eveniet""]",Contreras-Henry,True
667,VH0051,Tire Replacement,2023-06-21,153727,1052.13,5.5,2023-11-03,293919,In Progress,9,"[""sapiente"", ""magnam""]","Castillo, Davis and Rodriguez",False
668,VH0051,Body Work,2024-12-29,349534,1015.61,4.3,2025-05-14,371549,In Progress,6,"[""illo"", ""nihil""]",Nguyen-Bates,True
669,VH0051,Electrical Repair,2020-05-06,99536,725.33,1.4,2020-07-30,466261,Scheduled,7,"[""officiis"", ""ipsum""]","Wilson, Terry and Bush",False
670,VH0051,Brake Service,2024-05-05,200618,356.74,5.2,2024-08-20,274564,Completed,5,"[""perspiciatis"", ""porro"", ""sapiente""]",Mcdaniel-Johnson,False
671,VH0051,Transmission Service,2021-04-08,376138,3072.81,3.8,2021-07-01,138113,Scheduled,5,"[""esse"", ""nemo""]",Hart LLC,True
672,VH0051,Tire Replacement,2021-03-25,405983,888.42,1.8,2021-07-25,243466,In Progress,7,"[""ipsum""]",Myers-Ramos,False
673,VH0051,Tire Replacement,2022-01-24,497339,851.83,2.2,2022-05-24,212801,Scheduled,5,"[""asperiores"", ""fugiat""]",Chandler-Morgan,True
674,VH0051,Brake Service,2024-08-13,450719,851.36,2.8,2025-02-01,454176,In Progress,5,[],West-Walker,False
675,VH0051,Transmission Service,2024-12-17,200655,2259.29,7.0,2025-06-14,416632,Completed,4,[],"Harris, Garrett and Gould",True
676,VH0051,Oil Change,2023-05-15,248102,118.24,1.9,2023-07-21,472683,Completed,5,"[""iure"", ""delectus"", ""sed""]","Smith, Bowen and Lang",False
677,VH0051,Engine Repair,2020-03-10,471666,7572.57,3.5,2020-07-14,422802,Scheduled,9,[],"Cook, Gomez and Miranda",False
678,VH0051,Engine Repair,2020-01-10,125864,6301.2,6.7,2020-06-07,183635,Scheduled,8,"[""architecto""]","Clark, Nichols and Galloway",False
679,VH0051,Oil Change,2024-09-25,266755,119.38,6.5,2025-03-05,294585,In Progress,5,[],Heath-Perez,False
680,VH0051,Tire Replacement,2024-07-05,123102,744.76,7.9,2024-12-17,213030,Scheduled,2,"[""minima"", ""iure"", ""neque""]",Tran and Sons,True
681,VH0051,Oil Change,2025-05-09,193675,76.16,4.0,2025-08-21,467035,In Progress,6,"[""amet"", ""adipisci"", ""qui""]",Mason Group,True
682,VH0052,Tire Replacement,2025-01-13,62065,1909.84,5.3,2025-06-22,132378,Scheduled,7,"[""id"", ""incidunt""]",Hall Ltd,False
683,VH0052,Oil Change,2025-03-08,410258,135.5,2.6,2025-04-07,359569,In Progress,2,[],Brady-Hess,False
684,VH0052,Preventive Maintenance,2025-04-11,279195,288.4,7.3,2025-09-02,425328,Completed,7,"[""natus"", ""delectus""]","Mcdowell, Atkins and Jones",False
685,VH0052,Transmission Service,2025-05-14,403749,4367.36,5.4,2025-09-04,111291,In Progress,2,"[""voluptatibus""]","Perry, Smith and Greer",False
686,VH0052,Electrical Repair,2025-06-09,183982,1273.67,6.5,2025-08-04,167852,Completed,3,[],Davis PLC,False
687,VH0052,Oil Change,2025-07-28,453919,73.03,3.6,2025-09-26,242322,In Progress,4,"[""earum"", ""sequi""]",Glover-Coleman,True
688,VH0052,Oil Change,2025-07-15,107155,136.42,4.3,2025-11-18,122704,Completed,10,"[""incidunt"", ""harum""]",Harris-Baker,True
689,VH0052,Preventive Maintenance,2025-06-22,197655,483.79,7.1,2025-12-18,447727,In Progress,5,[],Bennett-Jordan,True
690,VH0052,Body Work,2025-03-01,364052,1057.85,2.6,2025-07-07,151178,Scheduled,4,"[""nemo""]","Ramirez, Mitchell and Warner",True
691,VH0052,Oil Change,2025-05-14,64600,102.26,5.1,2025-11-05,408082,In Progress,7,"[""modi""]",Kaiser Ltd,False
692,VH0052,Preventive Maintenance,2025-04-15,483941,202.5,3.3,2025-05-29,161449,In Progress,8,"[""minima"", ""quisquam"", ""corrupti""]",Walker-Hester,True
693,VH0052,Transmission Service,2025-04-16,381070,4988.97,1.6,2025-08-31,412412,In Progress,3,[],West Group,False
694,VH0052,Brake Service,2025-05-29,100996,1006.05,3.4,2025-10-20,387840,Scheduled,6,"[""temporibus""]",Cook-Pacheco,True
695,VH0052,Routine Service,2025-09-13,247838,608.56,3.2,2025-11-14,352148,Completed,1,"[""consequatur""]","Jackson, Hancock and Burns",True
696,VH0052,Electrical Repair,2025-03-08,257083,1199.07,6.9,2025-08-28,172879,In Progress,6,"[""dicta"", ""necessitatibus""]","Massey, Mills and Franco",False
697,VH0053,Tire Replacement,2025-08-17,227368,1287.73,2.7,2025-10-13,321536,Scheduled,10,[],Saunders LLC,False
698,VH0053,Engine Repair,2025-06-29,309508,2906.89,6.7,2025-11-17,414588,Scheduled,10,[],"Morgan, Hernandez and Morris",True
699,VH0053,Electrical Repair,2025-07-20,62294,1452.82,2.8,2025-10-04,435440,In Progress,3,"[""nemo"", ""ab""]",Vaughn-Fischer,True
700,VH0053,Brake Service,2025-08-22,58572,607.71,4.9,2025-11-06,282147,In Progress,10,"[""quisquam""]",Edwards-Pearson,False
701,VH0053,Brake Service,2025-06-16,490473,789.0,3.2,2025-09-01,132348,Scheduled,9,"[""voluptatum""]",Robertson-Trevino,False
702,VH0053,Engine Repair,2025-09-18,220121,6803.83,4.8,2026-02-23,479520,Completed,7,[],Morse Group,True
703,VH0053,Electrical Repair,2025-08-08,455207,360.01,7.3,2026-01-09,68814,Scheduled,1,"[""minus"", ""debitis""]",Martin Ltd,False
704,VH0054,Electrical Repair,2023-11-05,134862,1351.54,6.5,2024-03-30,142472,Completed,4,[],Kim Inc,True
705,VH0054,Oil Change,2023-09-02,437705,97.98,7.4,2023-12-23,60618,Completed,2,"[""nisi"", ""possimus"", ""dolores""]","Pratt, Freeman and Curry",False
706,VH0054,Brake Service,2024-10-02,238681,875.07,5.0,2024-12-26,321394,In Progress,3,"[""natus"", ""accusamus"", ""impedit""]",Graham LLC,True
707,VH0054,Body Work,2025-02-13,255425,1001.49,5.8,2025-06-13,54124,Scheduled,2,"[""veritatis"", ""fugit"", ""quasi""]",Gilbert-Watson,True
708,VH0054,Body Work,2024-12-21,70413,1196.45,4.5,2025-04-27,53159,In Progress,2,"[""dicta"", ""illum"", ""quasi""]","Harris, Mendez and Klein",False
709,VH0054,Oil Change,2024-09-10,489773,101.16,3.4,2024-10-25,164708,In Progress,10,"[""explicabo"", ""optio""]",Clark-Rivera,True
710,VH0054,Transmission Service,2025-03-06,302413,2133.21,3.2,2025-07-28,258192,In Progress,6,[],Martin Ltd,True
711,VH0054,Electrical Repair,2025-05-10,222029,619.66,4.7,2025-09-28,395208,Scheduled,10,"[""accusamus""]",Butler-Hernandez,False
712,VH0054,Body Work,2023-09-24,373537,607.39,2.0,2024-02-04,190630,In Progress,5,[],Collins and Sons,True
713,VH0054,Routine Service,2024-01-05,205517,244.41,5.0,2024-06-13,85564,Completed,1,[],Medina LLC,True
714,VH0054,Preventive Maintenance,2023-10-15,143383,442.94,5.5,2023-12-26,126150,In Progress,5,"[""soluta""]",Wheeler-Jones,False
715,VH0054,Preventive Maintenance,2024-12-10,343002,420.27,6.3,2025-04-06,474223,Completed,7,[],Cooper Inc,False
716,VH0054,Brake Service,2025-07-25,208565,309.42,1.1,2025-11-01,444490,Completed,9,"[""harum"", ""id""]",Silva-Torres,False
717,VH0054,Body Work,2024-12-01,377878,2897.06,6.2,2024-12-31,126987,Completed,5,"[""necessitatibus""]",Hoffman-May,True
718,VH0054,Body Work,2024-01-07,375746,790.75,1.1,2024-04-21,74134,In Progress,6,"[""rerum""]",Garcia and Sons,True
719,VH0055,Brake Service,2024-06-11,235782,594.86,6.5,2024-10-22,270624,In Progress,10,"[""fuga"", ""recusandae"", ""corporis""]",Robles PLC,True
720,VH0055,Engine Repair,2025-02-02,260652,3157.76,4.3,2025-07-03,180205,In Progress,4,"[""molestiae"", ""iure"", ""repellat""]","Jacobs, Levy and Mclaughlin",False
721,VH0055,Body Work,2025-01-14,246002,2415.75,7.6,2025-04-28,388627,Completed,10,"[""pariatur"", ""eos""]",Smith and Sons,False
722,VH0055,Tire Replacement,2025-09-12,266330,1771.96,5.9,2025-12-12,429961,Scheduled,6,"[""consectetur"", ""sint""]",Thomas Group,False
723,VH0055,Body Work,2025-06-30,105885,2894.4,3.2,2025-09-07,55642,Completed,1,"[""iste"", ""autem"", ""asperiores""]",Hunt Group,False
724,VH0055,Electrical Repair,2024-09-13,494327,830.28,3.9,2025-01-18,133548,Scheduled,7,"[""optio"", ""itaque""]",Mason-Wilson,False
725,VH0055,Engine Repair,2024-12-09,387447,5274.41,7.6,2025-01-18,55097,In Progress,5,"[""minus"", ""molestiae""]","Wells, Collins and Boyd",False
726,VH0055,Electrical Repair,2024-11-20,171553,735.82,6.1,2025-02-14,498182,Scheduled,8,[],"Wilkinson, Moses and Dougherty",False
727,VH0055,Routine Service,2025-06-04,262357,236.91,3.8,2025-11-16,305696,Completed,1,"[""dicta"", ""nostrum"", ""ratione""]",Henry-Mccormick,True
728,VH0055,Electrical Repair,2025-02-28,478463,369.76,5.4,2025-05-11,260667,Scheduled,2,[],"Yoder, Pearson and Thompson",True
729,VH0055,Engine Repair,2025-06-25,474376,2614.93,2.7,2025-12-05,371701,In Progress,6,[],Townsend-Reed,False
730,VH0055,Transmission Service,2024-09-12,110728,3768.76,5.2,2024-11-20,58813,Completed,9,"[""sint"", ""ratione""]",Reyes and Sons,False
731,VH0055,Body Work,2025-08-07,438364,2406.91,1.8,2026-01-07,54425,In Progress,5,[],Gonzalez LLC,False
732,VH0055,Electrical Repair,2024-11-17,345093,1140.45,2.4,2025-03-18,136398,Scheduled,1,"[""ab""]","Collins, Davis and Wood",True
733,VH0055,Tire Replacement,2024-05-25,302348,1507.62,4.2,2024-08-17,316415,In Progress,8,[],Lawson Inc,False
734,VH0055,Tire Replacement,2025-02-03,338925,448.19,6.0,2025-07-30,77657,Completed,7,"[""temporibus"", ""perferendis""]",Williams-Dominguez,False
735,VH0055,Brake Service,2024-05-24,214249,1149.59,3.6,2024-06-28,233575,In Progress,6,[],"Brown, Armstrong and Johnson",True
736,VH0056,Engine Repair,2025-06-18,300194,6565.29,1.5,2025-11-25,95647,Completed,2,"[""optio"", ""sequi""]","Gibson, Thompson and Brady",False
737,VH0056,Body Work,2025-05-25,67368,943.67,6.7,2025-06-27,266180,Completed,5,"[""quisquam"", ""corporis""]",Wood PLC,True
738,VH0056,Tire Replacement,2025-08-15,333356,950.85,2.9,2025-09-19,350309,Scheduled,2,"[""dolor"", ""voluptatibus"", ""dolorum""]",Miller Inc,False
739,VH0056,Engine Repair,2024-11-09,441892,5769.16,5.7,2025-01-14,255395,In Progress,9,[],"Page, Edwards and Hodge",False
740,VH0056,Routine Service,2025-01-22,432014,558.59,6.4,2025-05-10,360296,In Progress,1,"[""earum""]","Mendez, Smith and Hood",True
741,VH0056,Transmission Service,2025-07-31,401439,2799.94,3.9,2025-11-26,79418,Scheduled,6,"[""ipsum"", ""voluptatum""]",Bullock PLC,True
742,VH0056,Electrical Repair,2025-06-19,476523,823.78,4.6,2025-10-21,146011,Scheduled,3,"[""maiores"", ""quas"", ""accusantium""]","Powell, Monroe and Caldwell",False
743,VH0056,Transmission Service,2024-11-12,296546,3341.01,7.6,2025-04-25,180136,Completed,5,"[""provident""]",Daniel Inc,True
744,VH0056,Brake Service,2024-12-18,102063,807.16,3.2,2025-06-05,207463,Scheduled,7,"[""aperiam"", ""harum"", ""sequi""]",Barker Group,False
745,VH0056,Preventive Maintenance,2024-12-18,297157,116.67,7.4,2025-01-25,180726,Scheduled,7,"[""a"", ""ipsa"", ""harum""]","Bell, Peterson and Carroll",False
746,VH0056,Electrical Repair,2025-06-10,63718,794.59,2.4,2025-08-01,69091,In Progress,2,"[""recusandae"", ""officiis"", ""commodi""]",Hardin and Sons,True
747,VH0056,Preventive Maintenance,2025-06-21,370916,260.29,8.0,2025-09-18,366321,Scheduled,8,"[""ea"", ""ipsum"", ""rerum""]","Sheppard, Wang and Kramer",False
748,VH0056,Body Work,2025-01-02,100098,558.39,5.2,2025-05-27,97369,In Progress,4,"[""minima""]",Miller-Ramsey,False
749,VH0056,Engine Repair,2025-01-12,178519,2166.39,2.5,2025-04-15,437825,Completed,7,"[""vero"", ""temporibus"", ""eaque""]","Campos, Anderson and Brown",True
750,VH0056,Preventive Maintenance,2025-06-14,91882,372.11,2.7,2025-09-22,53861,In Progress,9,"[""dolorum"", ""hic"", ""deserunt""]","Stewart, Perez and Lopez",False
751,VH0056,Tire Replacement,2025-08-12,401129,1450.71,3.5,2025-10-16,233276,In Progress,6,"[""dolorum""]",Green-Gonzales,False
752,VH0056,Preventive Maintenance,2024-11-21,455462,112.12,3.4,2025-02-23,441825,Completed,6,"[""libero"", ""repellendus""]",Bailey-May,True
753,VH0056,Brake Service,2025-03-20,425314,635.05,6.2,2025-09-16,123842,Scheduled,4,"[""suscipit"", ""vitae""]",Johnson PLC,True
754,VH0056,Routine Service,2025-02-27,435031,799.26,3.8,2025-05-28,175700,Scheduled,3,"[""quidem""]","Clark, Park and Reed",True
755,VH0056,Transmission Service,2025-07-19,354168,4247.11,7.0,2025-09-13,160733,Completed,7,"[""illo""]",Peterson PLC,False
756,VH0057,Engine Repair,2023-07-14,398821,5557.57,3.2,2024-01-02,83289,Scheduled,8,"[""fugiat""]",Palmer and Sons,True
757,VH0057,Electrical Repair,2022-02-07,102274,1430.58,3.1,2022-05-24,57807,In Progress,10,"[""omnis"", ""facilis"", ""aliquid""]",Holmes Ltd,True
758,VH0057,Routine Service,2021-10-02,65471,722.85,1.3,2022-03-10,369223,Scheduled,2,"[""deserunt""]",Willis-Watson,False
759,VH0057,Routine Service,2022-09-08,434782,223.81,3.3,2022-11-12,75509,Completed,1,"[""repudiandae"", ""aliquid"", ""iste""]","Garcia, Howard and Santana",True
760,VH0057,Transmission Service,2021-08-14,406320,3826.66,2.0,2021-10-05,383932,In Progress,6,[],Cook-Wong,True
761,VH0057,Preventive Maintenance,2021-05-02,287628,462.72,7.1,2021-06-23,292176,Completed,8,"[""magnam"", ""inventore"", ""dolorem""]",Payne-Walton,True
762,VH0057,Electrical Repair,2022-12-26,245602,1170.42,3.1,2023-04-21,103776,In Progress,4,[],"Bryant, Johnston and Graham",True
763,VH0057,Transmission Service,2022-10-16,424863,2060.97,7.0,2023-01-15,456291,Scheduled,9,[],King LLC,False
764,VH0057,Body Work,2023-10-10,269962,2609.57,3.9,2024-03-30,356007,Scheduled,9,[],Gregory-Evans,False
765,VH0057,Brake Service,2025-07-29,365697,607.94,1.0,2025-12-17,454593,In Progress,8,"[""eveniet""]","Rodriguez, Simmons and Adams",True
766,VH0057,Brake Service,2023-08-29,354518,542.02,2.3,2023-10-07,478415,In Progress,1,"[""rerum"", ""aliquam"", ""dolorem""]","Jackson, Turner and Carlson",True
767,VH0057,Engine Repair,2024-03-30,262156,3650.67,5.1,2024-06-25,450772,In Progress,1,"[""qui"", ""eius"", ""reiciendis""]",Anderson LLC,True
768,VH0057,Oil Change,2024-09-08,94984,68.38,7.3,2024-12-12,199020,Completed,4,"[""asperiores"", ""consectetur"", ""ipsa""]",Solis Group,False
769,VH0058,Tire Replacement,2020-09-18,437058,1379.35,6.1,2021-01-23,393312,Scheduled,2,[],Smith-Hernandez,False
770,VH0058,Oil Change,2024-09-30,372545,96.64,6.2,2025-01-13,310067,Completed,8,"[""incidunt"", ""inventore""]",Lopez and Sons,False
771,VH0058,Body Work,2021-01-18,311946,581.55,1.2,2021-04-18,489697,Scheduled,1,"[""exercitationem"", ""dolor"", ""vitae""]","Singleton, Brooks and Woods",True
772,VH0058,Body Work,2020-04-16,370992,1322.24,1.9,2020-07-25,356219,In Progress,1,[],Pierce-Long,True
773,VH0058,Preventive Maintenance,2019-03-13,356282,105.43,3.4,2019-08-11,439840,Completed,4,"[""optio"", ""velit"", ""minus""]",Mccarthy-Hines,False
774,VH0058,Routine Service,2018-03-24,293677,677.22,1.7,2018-04-25,124058,Scheduled,4,"[""debitis"", ""ipsum""]",Ross LLC,True
775,VH0059,Brake Service,2025-09-16,269873,822.1,5.0,2025-12-23,158936,In Progress,6,[],"Cross, Coleman and Long",False
776,VH0059,Electrical Repair,2025-08-20,187640,1307.03,6.0,2026-01-26,92962,Completed,9,"[""porro"", ""velit""]","Cordova, Johnson and Blackwell",True
777,VH0059,Transmission Service,2025-08-23,296572,2704.23,4.3,2025-11-21,485590,In Progress,2,"[""ex"", ""maxime""]",Morgan-Morrow,False
778,VH0059,Routine Service,2025-09-07,431211,610.71,2.8,2026-01-03,196029,Completed,9,"[""nam""]",Brewer and Sons,True
779,VH0059,Routine Service,2025-09-03,163505,284.33,4.5,2026-01-12,90587,Completed,6,"[""aperiam"", ""error"", ""incidunt""]",Davis-Cruz,False
780,VH0059,Transmission Service,2025-08-23,394885,2702.35,7.8,2025-12-26,85236,Scheduled,10,"[""distinctio""]",Collins-Leonard,True
781,VH0059,Electrical Repair,2025-09-02,421365,1329.79,1.1,2025-11-02,232507,In Progress,7,"[""facilis""]",White-Sanders,True
782,VH0059,Engine Repair,2025-09-04,133552,5549.04,3.3,2025-11-30,276653,In Progress,10,"[""corrupti"", ""omnis""]",Reed Ltd,True
783,VH0060,Electrical Repair,2021-01-24,474895,1224.78,4.1,2021-05-13,87349,In Progress,9,"[""necessitatibus"", ""accusantium"", ""dolorem""]",Anderson-Hunter,True
784,VH0060,Oil Change,2024-02-04,83121,138.51,1.1,2024-03-12,321904,In Progress,9,"[""accusamus"", ""placeat"", ""ullam""]","Morales, Wise and Turner",False
785,VH0060,Preventive Maintenance,2021-11-18,375010,339.8,2.8,2022-03-06,93289,Completed,3,[],"Wilson, Roman and Odonnell",False
786,VH0060,Tire Replacement,2023-02-21,129719,1299.2,3.5,2023-07-07,436413,Scheduled,3,"[""pariatur"", ""iusto""]","Bonilla, Rodriguez and White",False
787,VH0060,Brake Service,2022-09-26,437823,499.59,7.2,2023-03-19,308382,In Progress,7,"[""molestiae"", ""veniam"", ""beatae""]",Smith Ltd,False
788,VH0060,Body Work,2023-08-06,458292,1137.16,3.9,2024-01-24,439509,Scheduled,1,"[""eius"", ""quam"", ""sint""]","Brennan, Graham and Marshall",True
789,VH0061,Routine Service,2024-12-27,87234,726.67,5.7,2025-05-13,407764,In Progress,8,"[""porro"", ""officia""]",Williams-Greene,True
790,VH0061,Transmission Service,2025-03-28,198749,4772.54,2.3,2025-06-13,154813,Scheduled,2,"[""nisi""]",Leonard-Wang,False
791,VH0061,Electrical Repair,2024-12-22,457230,1129.73,5.9,2025-02-02,202178,In Progress,7,"[""fugiat"", ""dolorum"", ""impedit""]",Butler-Griffin,True
792,VH0061,Brake Service,2025-03-08,98119,730.23,3.1,2025-05-19,359513,Completed,9,"[""amet"", ""saepe"", ""culpa""]",Dennis-Schmidt,False
793,VH0061,Engine Repair,2025-04-05,425656,1695.73,3.6,2025-09-06,235993,Scheduled,4,[],Miller Inc,True
794,VH0061,Routine Service,2025-01-20,109714,799.02,1.0,2025-03-10,223273,Scheduled,3,"[""dignissimos"", ""tempora""]",Jordan-Hill,False
795,VH0061,Brake Service,2025-09-12,322710,1018.85,6.0,2025-12-13,312454,Scheduled,6,[],"Williamson, Sellers and Berger",False
